"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"-*dragon_solitaire_";1;0,04;1;1;0,921
"-*colosse1963";1;1;1;1;1
"-*juliaa_stfn";1;1;1;1;0,283
"-*benoitducarroz";1;1;1;0,103;1
"-*nyc_11_11_bk";1;1;1;1;0,283
"-*lessagejerome";1;1;1;0,103;1
"-*rackham1291";0;1;1;1;1
"-*alban_ggr";1;1;1;1;0,283
"-*kleberteixeirasociologo";1;1;1;1;0,283
"-*sarah_corbaz";1;1;1;0,212;0,863
"-*jeeraum";1;1;1;1;0,283
"-*erwanljr";1;1;1;1;0,283
"-*memesaventure";1;1;1;1;0,283
"-*jbbeny_";1;1;1;1;0,129
"-*axel_boisliveau";1;0;1;1;1
"-*pillemy";1;1;1;1;0,283
"-*sanchez12juan";1;0,977;0,001;1;1
"-*jeanlucfontaine4";0,004;1;1;0,471;1
"*i_0976";1;1;0,012;1;0,294
"-*nicolasprtr";1;1;0,102;1;0,921
"-*ma2nypereira";1;1;1;0,471;0,921
"-*patrick_63652";1;1;1;1;0,129
"-*sen_sai_mon";1;1;0,102;1;0,921
"-*thelothway";1;1;1;1;0,129
"*i_0981";1;0;0,023;1;1
"*postLikes_3800";1;0;0,113;0,078;1
"-*astreaunomade";1;1;0,736;0,212;1
"-*bordaile_de_merle";1;1;0,007;1;1
"-*steve_75953";1;0,001;1;1;1
"-*izich1242";1;0,255;1;0,032;1
"-*ky0u";0,074;0,255;1;1;1
"-*tombatclimat";1;1;1;1;0,283
"-*dr___di";1;1;1;1;0,063
"-*michelecusinay";0,494;0,214;0,085;1;1
"-*jahanm4o";1;0,001;1;1;1
"-*swisspale";1;0,001;1;1;1
"-*jeanlouisledentu";1;1;0;1;1
"-*pesa_christian";1;0;1;1;1
"-*fabiennebalbal";1;1;1;0,471;0,921
"-*david_glen77";1;0,04;1;1;0,921
"-*moi_citoyen_fr";1;1;0,007;1;1
"-*hakimi_officiel";1;1;1;0,103;1
"-*ssvrlc";1;0,001;1;1;1
"-*elhachimihind36";1;1;0,007;1;1
"-*anto_gva";1;0,001;1;1;1
"-*greensushicannes";1;0,001;1;1;1
"-*khadersuisse";1;1;0,057;1;1
"-*luquiens9";1;1;0,102;1;0,921
"-*monsieur_lumiere_";1;0,612;0,184;0,355;1
"-*ahmad_motalaei";1;1;1;1;0,283
"*i_0982";1;0,81;1;1;0,06
"*postReposts_25";1;1;1;0;1
"*postDate_30-12-2025";1;0,81;1;1;0,06
"-*sylvie_rapillard";1;1;1;0,103;1
"-*ruzicc";1;1;1;1;0,283
"*i_0001";1;0;1;0,262;1
"*postDate_7-10-2025";1;0;1;0,262;1
"*commentDate_7-10-2025";1;0,275;1;0,176;1
"-*jadegouten";1;1;1;0,471;0,921
"-*nash_von_b";1;1;1;0,126;1
"-*corexazon";1;1;1;1;1
"*commentDate_8-10-2025";0;1;0;1;1
"-*antoine_btn_";1;1;1;1;0,283
"-*genxssis";1;1;1;0,471;0,921
"-*_angeeliiito";1;0;1;1;1
"-*astrid_parchet_";1;1;1;1;0,283
"-*n0n0_3lia";1;1;1;1;0,283
"-*orianne_gvi";1;1;1;1;0,001
"-*_aliyamour";1;0,04;1;1;0,921
"-*cyrilldegiuseppe";1;0,255;1;0,308;1
"*commentDate_9-10-2025";0,669;0,8;0;1;1
"-*sophie_alegria57";1;0,035;1;1;0,322
"*i_0002";1;1;0,016;1;0
"*postComments_166";1;1;0,016;1;0
"*postDate_8-10-2025";0;1;0;1;0,286
"-*b_janaaa";1;1;1;1;0,283
"*commentLikes_122";1;0,897;1;1;0,392
"-*evva_ventura";1;1;1;0,103;1
"-*leonadevincidre";1;1;1;1;0,283
"-*javier_ortega_85";1;1;1;0,107;0,824
"-*ang_okkk";1;0,15;0,111;1;0,357
"-*phiansooo";1;1;1;0,355;0,572
"*commentDate_10-10-2025";1;0;0;1;1
"-*gaslea";0,279;1;0,013;0,94;1
"*commentDate_12-10-2025";1;0,973;0;1;0
"-*dianececilem";1;1;1;1;0,283
"-*yannbernard_production";1;1;1;1;0,283
"-*fabienne_haas";1;1;0;1;1
"*commentDate_11-10-2025";1;0,194;0;1;1
"-*cambouy_68";1;1;0,021;1;0,888
"-*simonoldani";1;1;0,262;1;0,484
"-*tuoa81";1;1;1;0,355;0,572
"-*athee_alamenthe";1;1;0;1;0,88
"-*jokerstashking";1;1;0,001;1;0,842
"-*zenon2403";1;1;0,007;1;1
"-*pashatheti";1;1;0,262;0,814;1
"-*betomk";1;1;1;1;0,283
"-*liliberh5";1;1;1;1;0,283
"-*magalir_08";1;1;0,102;1;0,921
"-*julie_snl_";1;1;0,113;0,74;1
"-*jeyan_zm";1;1;1;1;0,283
"-*chris___tell";1;1;1;1;0,283
"-*damariomarisa";1;1;0,007;1;1
"-*memieninou";1;1;1;0,126;1
"-*villeneuve_nadia";1;1;1;1;0,129
"-*wizzlou09";1;1;1;1;0,032
"-*m__e2e_m";1;0,001;1;1;1
"-*jeinnbs";1;1;1;1;0,283
"-*fatma_chebel";1;1;0,004;1;1
"-*_ruitm";1;0,135;1;0,814;1
"-*giovanni_braeburn";1;0,001;1;1;1
"-*swiss_villain";1;1;0,007;1;1
"-*miitsukko_mikka";0,136;0,379;1;1;1
"-*annick_vasta";1;1;1;1;0,283
"-*julienhoffmeyer";1;1;1;0,101;1
"-*clement_mukundji";1;0,04;0,102;1;1
"-*alisongabioud";1;1;0,102;0,471;1
"-*helvetiepixel";1;1;1;1;0,041
"-*valeriebluebird";1;1;1;1;0,129
"-*quentin829595";1;0;1;1;1
"-*pedro_car81";1;1;0,102;1;0,921
"-*emanuellopes971260";1;1;0,005;0,74;1
"*commentDate_17-10-2025";1;1;1;1;0
"-*celinoufette";1;1;1;1;0,283
"*commentDate_14-10-2025";1;1;0;1;1
"-*motherphonk";1;1;1;0,126;1
"*commentDate_13-10-2025";1;1;0;1;0,003
"-*nath_geneva";1;1;1;1;0,129
"-*yvesrohan";1;0,035;0,736;1;1
"-*christophesalot";1;1;1;1;0,129
"-*sloanne_grd";1;1;0,262;1;0,484
"-*christophe74140";1;1;0;1;1
"-*sana_kingsada";1;1;1;1;0,283
"-*matmatofdartist";1;1;1;0,032;1
"-*marwene10200";1;1;0,102;1;0,921
"*commentLikes_227";1;1;1;0,814;0,484
"*i_0003";1;1;1;1;0
"*postLikes_5500";1;1;0,007;1;0
"*postReposts_50";1;0,273;1;1;0
"-*les_invisibles_podcast";1;1;1;1;0,129
"-*cam_cnstn";1;1;1;1;0,129
"-*a_vous_dirai_je";1;1;1;1;0,129
"-*gl0ddy";1;1;1;1;0,129
"-*harpelsa";1;1;1;1;0,283
"-*veronice_al";1;0,001;1;1;1
"-*leta___lozano";1;1;1;1;0,129
"-*likoeur";1;1;0,007;1;1
"-*mathewsavary";1;1;1;1;0,009
"-*dredd_pill";1;1;1;1;0
"*i_0004";1;1;1;1;0
"*postComments_51";1;0,04;0,912;1;0
"-*alice_hadestorm";1;1;1;1;0,283
"-*danyelhaldiz";1;1;1;1;0,032
"-*laurent_diserens";1;1;1;1;1
"-*noone_01101001";1;0,066;0,864;1;0,572
"-*axelle_angelique_autrice";1;1;0,736;1;0,322
"-*therealwaltika";1;1;1;0,317;0,71
"-*toy_crue_over_alex";1;1;1;1;0,283
"-*shlomohamuller";1;1;0,102;1;0,921
"*i_0005";1;1;1;1;0
"-*auroremwe";1;1;1;1;0,037
"-*qwiqwi17";1;1;1;1;0,129
"-*rioksana";1;1;1;1;0,063
"-*aline_jordan";1;1;1;0,471;0,921
"-*calypsofoti";1;1;1;1;0,283
"-*vasivasa74";1;1;1;0,74;0,322
"-*movment_is_medecine_";1;1;1;1;0,283
"*commentLikes_159";1;1;0,102;1;0,921
"-*zan_firippu_rosaguni";1;1;1;0,176;0,592
"*commentLikes_83";0,561;1;1;1;0,081
"-*anctreau_black";1;1;1;0,308;0,888
"-*talilicube";1;1;1;0,103;1
"-*roi_badis";1;0,04;1;1;0,921
"-*79_et_lie";1;1;1;0,126;1
"-*oceane__bouvier";1;1;1;1;0,283
"-*wolfgirl23_89";1;1;1;0,471;0,921
"-*jaquesmarina";0,002;0,035;1;0,74;1
"-*nikki_marina";1;1;1;1;0,129
"-*angelamilanocreation";1;1;1;1;0,283
"-*dipolean";0,074;1;1;1;0,253
"-*lebalbuzard";1;0,04;1;1;0,921
"-*soniarffx";1;1;1;1;0,129
"-*atelier_coeur_pur";1;1;1;1;0,002
"-*t_07___";1;1;1;1;0,001
"-*danielmelani";1;1;1;0,103;1
"-*mechat_grand";1;1;1;1;1
"-*liseg_art";1;1;1;0,814;0,484
"-*__p0000__";1;1;1;1;0,037
"*i_0006";0,006;0;1;1;1
"-*sufyafm";0;1;1;1;1
"-*by_regiina";1;1;1;1;0,283
"-*yosoyaydin";0,206;0;1;1;1
"-*synchrocenamo";1;1;1;1;0,283
"-*javiercanosa_";1;1;1;1;0,283
"-*ggreg_martin";1;0,04;1;1;0,921
"-*paulaorianagarcia";0;1;1;1;1
"-*cabaretvertical";1;1;1;1;0,283
"-*mathilda_toyloy";1;1;0,102;1;0,921
"-*ticrita";1;1;1;1;0,283
"-*nathaliekerba";1;1;1;1;0,283
"*i_0008";1;1;0;1;1
"*postComments_236";1;1;0;1;1
"*postReposts_38";1;1;0;1;1
"*commentLikes_439";1;1;0,102;1;0,921
"-*vivianejost";1;1;0;1;1
"-*ariellenourit";1;1;0;1;1
"-*instaa_sou";1;1;0,001;1;1
"-*ilya_rzhnl";1;1;0;1;1
"-*raphistravelling";1;1;1;1;0,283
"-*olivier__ch";1;1;0;1;1
"-*luka_dabrah";1;0,135;1;0,814;1
"-*victorgeissmann";1;1;0,021;1;0,888
"-*melissa_sara31";1;1;0,007;1;1
"-*anileda_regna";1;0,275;0,542;1;0,254
"-*hwitaa_25";1;1;0,085;0,107;1
"-*hichampena";1;1;1;1;0,283
"*commentLikes_257";1;1;0,262;1;0,484
"-*dz_8425";1;1;0;1;1
"-*kaloanur";1;0,04;0,102;1;1
"-*maas_saatchi";1;1;1;1;0,283
"-*achille_le_gisir";1;1;0;1;1
"*commentLikes_190";1;0,612;0,864;1;0,572
"-*yannis_newell";1;1;0,007;1;1
"-*mandanapages";1;1;0;0,963;1
"-*aurelieguerin475";1;1;0,102;1;0,921
"-*waljack_94";1;1;1;1;0,283
"-*thelentilsmuggler";1;1;0,102;0,471;1
"*commentLikes_85";1;1;0,174;1;0,411
"-*ouini92";1;1;0,007;1;1
"-*lolo_chib";1;1;0,262;1;0,484
"*commentLikes_131";1;1;1;1;0,133
"-*sun_shine_win";1;1;1;1;0,283
"-*nathan_cty";1;1;0,736;1;0,322
"-*gregorydonze";1;1;0,021;1;0,888
"-*mariadrifi";1;1;0,007;1;1
"-*nuno_lekhal";1;1;1;1;1
"-*anais_vdv";1;1;1;1;0,283
"-*etur03";0,494;1;0,085;1;0,824
"-*noyyyaa_a";1;1;0;1;1
"-*ahmed_dh15";1;1;1;1;0,283
"-*saint_saphorin_lavaux";1;1;1;0,248;1
"-*malika__eg";1;1;0,007;1;1
"-*utior";1;1;1;1;0,283
"-*andro_maque1303";1;0,07;0,723;1;1
"-*burri_remy";1;1;0,007;1;1
"-*anaisramim";1;1;0,004;1;1
"-*natsukosasaki";1;1;0,102;1;0,921
"-*pmiiiike";1;1;0,007;1;1
"-*samakasmae";1;1;0;1;1
"-*chloeeeee_nyc";1;1;0;1;1
"-*tiphanie_bovay_klameth";1;1;0,004;1;0,098
"-*hadjer_bec";0;1;1;1;1
"-*hajjem_m";1;1;1;1;0,016
"-*picsdeaaler";1;1;1;1;0,283
"-*ufo_noctis";1;0,04;1;1;0,921
"-*lugdunum2015";1;1;1;1;0,283
"-*moisi_418";1;1;1;0,103;1
"-*milki_njb";1;1;0;1;1
"-*batoutannibal";1;1;1;0,103;1
"-*punky_brewster_2411";1;0,162;0,116;0,723;1
"-*fadi_buck";1;1;0,005;1;1
"-*spendmytimee";1;1;1;1;0,129
"-*nada_beainy_39";1;1;1;1;0,283
"-*naima_mmd";1;1;1;1;0,283
"-*moi_zaya";1;1;0,102;1;0,921
"-*ma_payot";1;1;1;1;0,283
"-*gaza_let_them_live";1;1;0;1;1
"-*boulboul18000";1;1;0,007;1;1
"-*financiafun";1;1;1;1;0,283
"-*mazen_here";1;1;0,007;1;1
"-*ardicasim";1;1;0,007;1;1
"-*kliklouch";1;1;0,007;1;1
"-*assoum_4";1;1;0,432;1;0,253
"-*_wildtounes";1;1;1;0,103;1
"*commentDate_30-10-2025";1;1;1;0,943;0,053
"-*hubertgerard1970";1;1;1;1;0,283
"-*by_sylviat";1;1;0,007;1;1
"-*malika_maleke";1;0,035;0,113;1;1
"-*madeinswiss00";1;1;0,007;1;1
"*i_0009";0,605;0,677;1;0,015;1
"*postLikes_5300";1;1;0,938;0,474;0,09
"*commentDate_1-2-2026";0,028;0,135;1;1;1
"-*swisspicknic";1;1;1;1;0,129
"-*manecas707";1;1;1;1;0,283
"-*lina_et_dim";0,004;0,04;1;1;1
"-*bessegillard";1;1;1;0,103;1
"-*_orchidoclaste_";1;1;1;0,103;1
"*commentLikes_161";0,074;1;1;0,308;1
"-*andreas_swb";1;1;1;0,471;0,921
"-*natha990";1;1;1;0,471;0,921
"-*yulia_s_grishina";1;1;1;0,103;1
"-*carole_n_";1;1;1;0,103;1
"-*corinabalaceanu";0;1;1;1;1
"-*leadegano";1;1;1;0,103;1
"-*sypanna";1;1;1;0,471;0,921
"-*mathis_r_frd";0,028;1;1;1;0,484
"*i_0010";0;0,018;1;1;1
"*postLikes_21200";0;0,018;1;1;1
"*postComments_769";0;0,018;1;1;1
"*postReposts_113";0;0,018;1;1;1
"-*_u_l_e_t_";0,004;1;1;0,471;1
"-*samtornare";1;1;1;1;0,283
"*commentLikes_370";1;0,04;1;1;0,921
"-*oana_4";0,028;1;1;1;0,484
"-*mx_bbe";1;1;1;1;0,283
"-*cedbarras";1;1;1;1;0,283
"-*vuignier_raphael";1;1;1;1;0,063
"-*fredmoret";1;1;1;1;0,283
"-*777___tsuki";0;1;1;1;1
"*commentDate_20-10-2025";1;0,009;0,001;0,017;1
"-*titeflooo";1;1;1;1;1
"-*bengonercut";0;1;1;1;1
"*commentLikes_335";1;1;1;0,103;1
"-*lucien_kolly";1;1;1;0,103;1
"-*m_o_r_g_a_n_e_0_3";0;1;1;1;1
"-*valentina_bifarella";1;1;1;1;0,283
"-*hapie_sagwa";1;1;1;0,103;1
"-*florence_sut";1;1;0,864;0,355;1
"-*_ayannedsa";1;1;1;0,103;1
"*commentLikes_453";1;1;1;0,103;1
"-*fjollat_e_bores";1;1;0,432;0,308;1
"-*hussein_27__";1;1;1;1;1
"-*christinekitou";1;1;1;0,471;0,921
"-*drmxno";0;1;1;1;1
"-*jairo_ncf";1;1;1;1;0,283
"-*chonchon_draw";1;1;0,007;1;1
"-*panahi8473rahmatullah";1;1;1;1;1
"-*marta_vrl";1;1;1;1;1
"-*nes_csta";1;0,001;1;1;1
"*commentDate_16-10-2025";1;1;0,01;1;0,497
"-*salemaudrey";1;1;1;1;1
"-*maksmichellod";1;1;1;0,103;1
"-*enayetb";1;1;0,592;0,101;1
"*commentDate_23-10-2025";1;0,067;1;1;0,152
"-*sachaleine";1;1;1;1;0,283
"-*pandashiine";1;1;1;0,103;1
"-*louvessaz";1;1;1;1;0,283
"-*colinperritaz";1;1;1;1;0,283
"-*dobklay_sth";0;1;1;1;1
"-*lae_tii96";1;1;1;1;1
"-*eupholie_";1;0,001;1;1;1
"-*nannou_b";0;1;1;1;1
"-*anaelle_trb";1;1;1;0,103;1
"-*nathan_pache_8";1;1;1;1;1
"-*raphael_lchmb";1;1;1;1;0,283
"-*gini_breton_frvr";1;1;1;0,471;0,921
"-*au__drxy";1;0,499;1;0,212;1
"-*ludodido12";1;0,255;1;1;0,253
"-*artistgirl1994";1;1;1;1;0,129
"-*virginiesistek";1;0,04;1;1;0,921
"-*feux_d_art_s";1;0,135;1;1;0,484
"-*romane__henri";1;0,001;1;1;1
"-*bonveroga";1;1;1;1;0,283
"-*bea_pnt";1;1;0,007;1;1
"-*steph611987";0;1;1;1;1
"*commentLikes_412";1;1;1;0,103;1
"-*zarkozzarko";1;1;1;0,814;0,484
"-*ju_aotearoa";1;1;1;0,103;1
"-*julfisafr";1;1;1;1;1
"-*andrea_pradi";1;1;1;0,248;0,586
"-*oc_aille";0;1;1;1;1
"-*steliolilolilo";1;0,255;1;1;0,253
"-*staro_loztown";1;1;1;0,471;0,921
"-*lodouce";0;1;1;1;1
"-*c_li_1";0;1;1;1;1
"-*diana_ma_chan";0,136;0,014;1;1;1
"-*nathaliedz15";1;1;1;1;1
"-*chloeamiet";0;1;1;1;1
"-*eva_hugi";0;1;1;1;1
"-*michael10746";1;1;1;0,103;1
"-*meinsorgenkind";1;1;1;1;0,283
"-*keryann_dubocq";1;1;1;1;1
"-*solange_mnr";1;1;1;1;0,283
"-*enzo_pty507";1;1;1;0,103;1
"-*__angie__a2";1;1;1;1;1
"-*letsten";1;1;1;0,103;1
"-*flammae_nigrae";1;1;1;1;0,283
"-*salva_bapt08";0;1;1;1;1
"-*eggman_without_mustache";1;1;1;1;1
"-*suis_ton_ame_33";0;1;1;1;1
"-*lea_jeambrun";0;1;1;1;1
"-*olem_fe";0,028;1;1;0,126;1
"-*lawarz";1;1;1;1;1
"-*iulian_br92";1;1;0,262;0,126;1
"-*citronela_ste";0;1;1;1;1
"-*morgan_1442";1;1;1;1;1
"-*liamlikeslife";1;1;1;1;1
"-*nadiapetruzzella";1;1;1;0,126;1
"-*kellerviirginie";1;1;1;1;0,283
"-*fiammetta1206";0;1;1;1;1
"-*isabelle_roulin_1964";0,004;1;1;1;0,921
"-*joychevailler";0;1;1;1;1
"-*tristan_smnt";1;1;1;1;1
"-*steicyyyfc";0;1;1;1;1
"-*xavier_friedrich";1;0,001;1;1;1
"-*maflu_136";1;1;1;1;0,283
"-*lsud4n";0;1;1;1;1
"-*vincentandrani";0;1;1;1;1
"-*okelisaa";1;1;1;1;1
"-*enzo_prrt13";1;1;0,102;1;0,921
"-*leane_zg";0;1;1;1;1
"-*stevecq83";1;1;1;0,308;0,888
"-*alex_06_420";1;1;1;0,103;1
"-*0mayver0";1;1;1;0,103;1
"-*elodlsnz";1;0,001;1;1;1
"-*laura_mtnt";1;1;1;0,308;0,888
"-*andreysenk";1;1;1;1;0,283
"-*support___mx__centert";1;1;1;1;0,283
"-*mr_darksilvermoon";1;1;1;1;0,283
"-*vani_canal";0;1;1;1;1
"-*_amina90s";0,028;0,135;1;0,814;1
"-*isvicrede_bi_yolcu";0;1;1;1;1
"-*lounasolari";1;0,001;1;1;1
"-*fleur_erbeia";1;1;1;1;1
"-*rosgagliardi";1;0,04;1;0,471;1
"-*julia_g74";1;1;1;1;0,002
"-*annelutz8";1;1;1;1;0,283
"-*guillaum3_csst";0;1;1;1;1
"-*mona_baiutti";0;1;1;1;1
"-*ferreira_rmboss";1;1;1;1;0,283
"-*luciehbdz";1;0,001;1;1;1
"-*vic________07";1;1;0,102;1;0,921
"-*unzestedetoile";1;1;1;1;1
"-*elbilibi";0;1;1;1;1
"-*sim_on_chr";1;1;1;0,103;1
"-*xkm_re";1;1;1;1;0,283
"-*narthou_m_";0;1;1;1;1
"-*earthandbark";1;1;1;0,103;1
"-*cocopacacocopaya";1;1;1;1;0,283
"-*bornand56_18";1;1;1;1;0,283
"-*tuna_karasu";0;1;1;1;1
"-*zzzzzzzz789554";1;0,001;1;1;1
"-*n0_lonf";0;1;1;1;1
"-*evx_a7";1;1;1;1;1
"-*pompom93";1;1;1;0,001;1
"-*catherinevonbu";0;1;1;1;1
"-*midsommargo";0;1;1;1;1
"-*aurelore_camila";1;1;1;1;0,283
"-*steph033090";0;1;1;1;1
"-*maya_prk";1;1;1;1;1
"-*clemence20055";1;1;1;0,814;0,484
"-*sandra_pimenta_520";0;1;1;1;1
"-*xx9abx";0,028;0;1;1;1
"-*drean179";1;1;1;0,471;0,921
"-*amaandine19";1;0,001;1;1;1
"-*_agcrlo";0;1;1;1;1
"-*lolo_tte66";0;1;1;1;1
"-*racheliciooous";1;1;1;0,103;1
"-*pinkilodie";1;1;1;1;1
"-*ivan_deheer";1;1;0,007;1;1
"-*vaaloouuu";1;0,04;1;1;0,921
"-*mat_tn65";1;1;1;1;1
"-*virginie_bbr";0;1;1;1;1
"-*myriamrandin";1;1;1;0,103;1
"-*fahno404";1;1;1;0,103;1
"-*oceane_na6";0;1;1;1;1
"-*rubis_chams";0;1;1;1;1
"-*ethan_btk2ws";1;1;1;1;1
"-*elie_gldn";0;1;1;1;1
"-*cyrzon_";1;1;1;0,471;0,921
"-*mat_04_";1;1;1;1;0,283
"-*stan_drey";1;1;1;1;1
"-*l_orblanc";1;1;1;1;0,133
"-*_phoenix_girl_005";1;1;1;1;1
"-*1gerwen1";1;0,04;1;0,471;1
"-*kevinco_us";1;0,001;1;1;1
"-*flo__last";1;1;1;1;0,283
"-*dareealtwitch";1;1;1;0,103;1
"-*rafimrnd";1;1;0,125;0,5;1
"-*alex_moustashtronomie";1;1;1;1;0,283
"-*lausannensis";0,206;1;0,113;1;0,863
"-*jessie_uav";1;0,001;1;1;1
"-*carinacmp14";1;1;1;1;0,283
"-*graceggonzales";0;1;1;1;1
"-*_tim_cht_";1;0,001;1;1;1
"-*flaviorw";1;0,001;1;1;1
"-*freedolph255";1;0,04;1;1;0,921
"-*el_serboos_";0,004;1;1;1;0,921
"-*natha_guggys";0;1;1;1;1
"-*stephanie_art_geneva";1;0,04;1;1;0,921
"-*philou12453";1;1;1;1;1
"-*lesamsam_";1;1;1;0,103;1
"-*nico_ryf";0;1;1;1;1
"-*laflecheargentee";1;1;0,007;1;1
"-*m_b_cswitzerland";1;1;1;1;1
"-*pink_rain";1;1;1;1;0,283
"-*david_gomest";1;1;1;1;0,283
"-*raaaaaaaaaaaaaphi";1;1;1;0,103;1
"-*damkyan";0;1;1;1;1
"-*anthony_guihur";1;0,001;1;1;1
"-*luca__1290";1;1;1;1;0,283
"-*lvless0101";0,074;1;1;1;0,253
"-*kikiv2r";0;1;1;1;1
"-*_iliasso_";1;1;1;0,103;1
"-*xiwbeed";1;0,04;1;0,471;1
"-*ynk_alrc";1;0;1;1;1
"-*ryanl_bdr";1;1;1;1;1
"-*drouxremi";1;1;1;0,103;1
"-*ameliecoptereprsenvoler";1;1;1;1;0,283
"-*king__fares";1;0,04;1;0,471;1
"-*badhuuru";1;1;1;1;1
"-*alexsvisions";1;1;1;1;1
"-*mimi_subgirl";0;1;1;1;1
"-*belladonna_junior";1;1;1;1;0,283
"-*sandro_claudio_meneses";0;1;1;1;1
"-*nebrasky_ch";1;1;1;1;0,063
"-*meryam_suisse";0;1;1;1;1
"-*inspiractrice";1;1;1;0,103;1
"-*swissclock_drum";1;1;1;0,308;0,888
"-*marina_roquedepinho";1;0,001;1;1;1
"-*ma_leo_nineties";0;1;1;1;1
"-*lu_garcia99";1;1;1;1;0,283
"-*des_crochus_d_aventure_";1;1;1;0,355;0,572
"-*mayleen_pardos";1;1;1;1;0,129
"-*val_lol_entin";1;1;1;1;0,129
"-*aless_1227";1;1;1;1;0,129
"-*louisonlebison";1;1;1;1;0,283
"-*naomi_hkvm";1;1;1;1;1
"-*alice__prv09";0;1;1;1;1
"-*thierrybagnoud";0,352;0,004;1;1;1
"-*stelyst";1;1;1;1;1
"-*z500rider";1;0,001;1;1;1
"-*deppcapriio";0;1;1;1;1
"-*tqm_vh";1;1;1;1;0,283
"-*naeda_m";1;1;1;1;1
"-*axdy_mxrmxer";1;1;0,98;0,896;0,144
"-*carlos_maximilian_legrand";1;0,001;1;1;1
"-*jacqueline_yaramis";0;1;1;1;1
"-*nowaknowakowski";1;1;1;0,471;0,921
"-*tibostep";0,136;1;0,592;1;1
"-*mabestos";1;1;1;1;1
"-*coachblavier";1;1;1;0,103;1
"-*marysebey";0;1;1;1;1
"-*gaetan018rochat";1;1;1;1;1
"-*got2cj";0;1;1;1;1
"-*jason_ola_official";1;0,004;1;1;0,888
"-*nifleur_o8";1;1;1;1;1
"-*ciaraa_3";0;1;1;1;1
"-*sushialex0";1;0,001;1;1;1
"-*a2csk";1;1;1;1;1
"-*domino__r21";1;1;1;0,471;0,921
"-*apo_be50mi";0;1;1;1;1
"-*m_yfarth";1;1;1;0,103;1
"-*zermithepsyrate25";1;1;0,007;1;1
"-*rayan__miftari";0;1;1;1;1
"-*__cheyennne__";1;1;1;0,471;0,921
"-*bvtimoo";1;1;1;0,308;0,888
"-*clem_rli";1;0,001;1;1;1
"*commentLikes_106";1;1;0,125;0,5;1
"-*luke_lsn";1;0,81;1;0,684;1
"-*olii_vii_a";1;1;1;1;0,283
"-*duvall_workhard";1;1;1;0,032;1
"-*bajrakenan";1;1;1;1;0,283
"-*yohan_thz";1;1;0,802;0;1
"-*dj_mcy";0;1;1;1;1
"-*apipix123";1;1;1;1;0,283
"-*_____mow";0,206;1;1;0,212;1
"-*_hb17hb_";1;1;1;1;1
"-*cecilystyle";0;1;1;1;1
"-*commedesmelanie";1;1;1;0,471;0,921
"-*maevaa_14";0;1;1;1;1
"-*lan_celeau2_0";1;1;1;1;1
"-*j_de_montmeillan";1;1;1;1;0,063
"-*loic_sangiban";1;1;1;1;0,283
"-*en___sel";1;1;1;1;0,283
"-*nuria_metroz";1;0,04;1;0,471;1
"-*stephane_lbk";1;1;1;0;1
"-*elisabuthey";1;1;1;0,103;1
"-*brinc_ama";0,028;1;0,262;0,814;1
"-*k_a_io";0;1;1;1;1
"-*yvanlagis";0,424;1;1;0,057;1
"-*james_ketteridge_";0;1;1;1;1
"-*nicorenteria";0;1;1;1;1
"-*loanbertschy";1;1;1;0,103;1
"-*tizianosm";1;1;1;1;1
"-*chrisne0970";1;1;1;1;0,283
"-*oiacaio8";1;1;1;0,103;1
"-*beatrixkidd0__";1;1;1;0,021;1
"-*virginie_rva";1;1;1;1;0,283
"-*_isaac_duque";1;1;1;1;1
"-*pchxz_03";1;1;1;1;0,283
"-*hermes_prencipe";0;1;1;1;1
"-*boscoroc";0;1;1;1;1
"-*annakarlaalmeida";1;0,001;1;1;1
"-*misuta_nobadi";1;1;1;0,103;1
"-*_drugzy_";0,136;0,379;1;0,524;1
"-*vany_bi";0;1;1;1;1
"-*milanwuillemin";1;1;1;1;1
"-*keren_stk";1;0,001;1;1;1
"-*camillle_2003";1;0,001;1;1;1
"-*thiccus_riccus";1;1;1;0,524;0,545
"-*paulocads";0,004;1;1;0,471;1
"-*seve_n_ties";0;1;1;1;1
"-*hamza_zmt";1;1;1;1;0,283
"-*maaro_1_7";1;1;1;0,103;1
"-*thomas_amds";0,372;1;0,767;1;0,589
"*i_0011";0,074;0,049;1;1;1
"*postComments_19";0,797;0,094;1;0,011;1
"-*noaf_salah";0;1;1;1;1
"-*sarah_ave_";0;1;1;1;1
"-*laura_baehler";1;1;1;0,103;1
"-*charln_blt";1;0,001;1;1;1
"-*rolfbourquin";1;1;1;1;0,283
"-*sarah_l_gross";1;0;1;1;1
"-*adrian_rey_";0,004;1;1;0,471;1
"*i_0012";0,012;0,107;1;1;1
"-*aneet_chess2000";1;0,001;1;1;1
"-*micaia_lutz";1;1;1;1;0,283
"-*leila_doval";1;0,001;1;1;1
"-*joabsinthe_22";1;1;1;1;0,283
"-*fanny_chevrier";1;1;1;1;0,283
"-*starff82";1;1;1;1;1
"*i_0013";1;1;1;1;0
"*postComments_111";1;1;1;0;0,971
"-*nabilafzg";1;1;1;1;0,283
"-*dayanella1320";1;1;1;1;0,129
"-*isma_vy";1;1;0,432;1;0,888
"-*fureddo2807";1;0,135;1;1;0,484
"-*ksoulsevenoire";1;1;1;1;0,016
"-*margauxschwab";1;1;1;1;0,032
