"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"*a_0959";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_1100";0,496;1;1;0,34;1;1;1;0,867;0,325;1;0,005
"*postDate_31-10-2025";1;1;1;1;0,995;0,008;1;0,743;1;0,362;1
"*a_0958";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_5600";1;0,604;1;0,791;0,564;0,005;1;0,362;1;1;1
"*postComments_78";1;0,063;1;0,791;0,564;1;1;1;0,137;0,634;1
"*postReposts_53";0,003;0,25;1;0,378;1;1;1;1;1;1;1
"*postDate_29-10-2025";1;0,267;1;1;0,022;0,389;0,94;1;1;0,295;1
"*a_0957";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_1300";0;1;1;1;1;0,688;1;0,737;0,809;0,886;1
"*postDate_27-10-2025";1;0,005;1;1;0,052;0,129;1;0,807;1;1;1
"*a_0956";1;1;1;1;1;1;1;1;1;1;1
"*postComments_39";0,763;0,803;1;1;1;0,001;1;1;1;0,171;0,907
"*postReposts_60";1;1;1;1;0,026;0,063;0,469;1;1;0,52;1
"*postDate_26-10-2025";1;0,889;1;1;0,178;1;0,014;1;1;0,231;1
"*a_0955";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_54";0,569;0,604;1;1;0,564;1;0,579;0,362;0,783;0,634;1
"*postReposts_16";0,608;1;1;1;1;0,072;0,623;0,324;1;0,003;1
"*postDate_24-10-2025";0,928;1;1;1;0,022;0,389;0,94;0,675;1;0,036;1
"*a_0954";1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2300";1;0,122;1;0,055;1;0,699;0,496;0,924;1;0,569;1
"*postComments_29";1;0,595;1;0,863;1;0,772;1;0,28;1;0,179;1
"*postDate_22-10-2025";1;0,889;1;1;0,178;1;0,861;0,065;1;0,923;1
"*a_0952";1;1;1;1;1;1;1;1;1;1;1
"*postComments_53";0,345;1;1;1;1;0,029;0,353;1;0,521;1;1
"*postReposts_23";1;0,093;1;1;0,836;0,185;0,011;1;1;0,948;1
"*postDate_18-10-2025";1;0,803;1;1;0,758;1;0,137;1;0,993;0;1
"*a_0951";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_2400";1;0,233;1;1;0,662;0,095;0,035;1;1;1;1
"*postReposts_47";0,345;0,373;1;1;1;0,475;1;0,192;1;0,397;1
"*postDate_17-10-2025";1;0,067;1;1;0,351;0;1;0,807;1;1;1
"*a_0950";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_3100";1;0,99;1;1;0,457;0,01;0,052;0,499;1;1;1
"*postReposts_43";0,928;0,969;1;1;0,232;1;0,245;1;1;0,036;1
"*postDate_15-10-2025";0,67;1;0,686;1;0,665;0,838;0,681;0,446;0,894;0,739;1
"*a_0949";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_26700";1;1;1;0,081;1;1;1;1;0,078;1;1
"*postComments_488";1;1;1;1;1;1;1;1;0,004;1;1
"*postReposts_357";1;1;1;1;1;1;1;1;0,004;1;1
"*postDate_13-10-2025";1;1;1;1;0,003;1;1;0,159;0,614;1;1
"*a_0948";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_33200";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_266";0,001;1;1;1;1;1;1;1;1;1;1
"*postReposts_591";0,001;1;1;1;1;1;1;1;1;1;1
"*postDate_12-10-2025";0,763;0,803;1;1;0,758;0,937;1;0,526;0,282;1;0,907
"*a_0947";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_2500";1;0,595;1;1;0,539;0;1;0,28;1;1;1
"*postComments_56";0,131;1;1;1;1;0,023;1;1;0,032;1;1
"*postDate_10-10-2025";1;1;1;1;0,995;0,093;0,305;0,123;1;0,362;1
"*a_0946";1;1;1;1;0,001;1;1;1;1;1;1
"*postDate_8-10-2025";1;0,396;1;1;0,052;0,129;1;0,159;1;1;1
"*a_0945";1;1;1;1;1;1;1;1;1;1;1
"*postLikes_19300";1;1;1;1;1;1;1;1;1;1;1
"*postComments_316";1;1;1;1;1;1;1;1;1;1;1
"*postReposts_381";1;1;1;1;1;1;1;1;1;1;1
"*postDate_6-10-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0944";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_26900";1;1;1;1;1;1;1;1;0,004;1;1
"*postComments_295";1;1;1;1;1;1;1;1;0,004;1;1
"*postReposts_597";1;1;1;1;1;1;1;1;0,004;1;1
"*postDate_5-10-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0943";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_808";0,033;1;0,036;1;1;1;1;1;1;1;1
"*postReposts_8";1;0,02;1;1;0,89;0,008;0,099;1;1;1;1
"*postDate_3-10-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0942";1;1;1;1;0,001;1;1;1;1;1;1
"*postLikes_14500";1;1;1;1;0,001;1;1;1;1;1;1
"*postComments_69";0,569;0,604;0,584;1;0,564;1;0,055;1;1;1;0,701
"*postReposts_413";1;1;1;1;0,001;1;1;1;1;1;1
"*postDate_1-10-2025";1;1;1;1;0,001;1;1;1;1;1;1
"*a_0940";1;1;1;1;1;1;1;1;1;1;1
"*postLikes_22500";1;1;1;1;1;1;1;1;1;1;1
"*postComments_424";1;1;1;1;1;1;1;1;1;1;1
"*postReposts_298";1;1;1;1;1;1;1;1;1;1;1
"*postDate_29-9-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0939";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_964";1;1;1;1;1;1;1;1;0,004;1;1
"*postComments_17";1;0,158;1;0,433;1;1;1;1;0,067;0,845;0,992
"*postDate_28-9-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0938";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_729";0,001;1;1;1;1;1;1;1;1;1;1
"*postDate_26-9-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0937";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_44000";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_1200";0,001;1;1;1;1;1;1;1;1;1;1
"*postReposts_607";0,001;1;1;1;1;1;1;1;1;1;1
"*postDate_24-9-2025";0,033;1;1;1;1;1;1;1;1;0,044;1
"*a_0936";1;1;1;1;1;1;1;1;1;0,002;1
"*postLikes_3200";0,101;1;1;1;1;0,215;1;0,924;1;0,141;1
"*postComments_124";1;1;1;1;1;1;1;1;1;0;1
"*postReposts_50";1;0,033;1;0,667;1;1;1;0,005;1;0,52;1
"*a_0935";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_9500";0,228;0,003;0,237;1;1;1;1;1;1;1;1
"*postComments_193";0,033;1;1;1;1;1;1;1;1;0,044;1
"*postReposts_141";0,001;1;1;1;1;1;1;1;1;1;1
"*postDate_22-9-2025";0;1;1;1;1;1;1;1;1;1;1
"*a_0934";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_1600";1;1;1;0,701;0,731;0,003;1;0,892;1;1;0,993
"*postComments_42";0,67;0,708;1;1;0,665;0,171;1;0,446;1;0,118;1
"*a_0933";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_59";0,228;1;1;1;1;0,333;0,234;1;1;1;0,314
"*postReposts_41";0,023;1;1;1;0,232;0,389;0,245;1;1;1;1
"*postDate_21-9-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0932";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_3600";0,729;1;1;1;1;0,43;0,047;0,414;1;0,83;1
"*postComments_81";0,228;1;1;1;1;1;0,003;1;1;0,269;1
"*postDate_19-9-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0931";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_195100";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_880";0,001;1;1;1;1;1;1;1;1;1;1
"*postReposts_4900";0;1;1;1;1;1;1;1;1;1;1
"*postDate_17-9-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0930";1;1;1;1;1;0,003;1;1;1;1;1
"*postLikes_563";1;1;1;1;1;0,065;1;1;1;1;0,058
"*postDate_15-9-2025";1;1;1;1;1;0,003;1;1;1;1;1
"*a_0929";1;1;1;1;1;1;1;1;1;1;1
"*postReposts_83";1;1;1;1;1;1;1;1;1;0,002;1
"*postDate_14-9-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0928";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_2000";0,163;0,66;1;1;0,601;1;0,623;0,045;1;1;0,287
"*postComments_66";1;1;1;1;1;0,129;0,057;1;1;0,079;1
"*postReposts_11";1;0,071;1;1;1;0,157;0,232;0,27;0,989;1;1
"*postDate_12-9-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0927";1;1;1;1;1;1;1;1;1;1;0,003
"*postLikes_3900";1;0,969;1;1;0,922;0;0,245;1;1;1;1
"*postComments_206";1;0,039;1;1;1;1;1;1;1;1;0,058
"*postReposts_37";1;0,033;1;1;1;0,608;1;0,277;0,658;1;0,582
"*postDate_10-9-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0926";1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8000";1;1;1;1;1;0,003;1;1;1;1;1
"*postReposts_81";1;1;1;1;1;0,003;1;1;1;1;1
"*postDate_8-9-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0925";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_29700";1;1;1;0,005;1;1;1;1;1;1;1
"*postComments_403";1;1;1;0,081;1;0,065;1;1;1;1;1
"*postReposts_606";1;1;1;0,005;1;1;1;1;1;1;1
"*postDate_7-9-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0924";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_7800";0,228;0,003;1;1;0,225;1;1;1;1;1;1
"*postComments_128";0,001;1;1;1;1;1;1;1;1;1;1
"*postReposts_95";0,033;0,039;1;1;1;1;1;1;1;1;1
"*postDate_5-9-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0923";1;1;1;1;1;1;1;1;1;1;0,003
"*postComments_31";0,419;1;1;1;1;1;0,432;0,867;0,212;1;0,587
"*postReposts_38";1;0,493;1;1;0,455;1;1;0,005;1;0,52;0,582
"*postDate_3-9-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0922";1;1;0,001;1;1;1;1;1;1;1;1
"*postLikes_8200";1;1;0,237;1;0,225;1;0,234;1;0,372;1;1
"*postComments_93";1;1;0;1;1;1;1;1;1;1;1
"*postReposts_250";1;1;0,036;1;0,032;1;1;1;1;1;1
"*postDate_1-9-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0921";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_109300";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_1500";0,001;1;1;1;1;1;1;1;1;1;1
"*postDate_31-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0920";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_3700";0,357;0;1;1;0,351;1;0,368;0,807;1;1;1
"*postComments_47";0,546;0,156;1;1;0,015;0,265;1;0,977;1;1;1
"*postDate_29-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0919";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_12600";0,033;1;1;1;1;1;1;1;1;0,044;1
"*postComments_240";0,001;1;1;1;1;1;1;1;1;1;1
"*postReposts_218";0,033;1;1;1;1;1;1;0,009;1;1;1
"*postDate_27-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0918";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_8700";1;0,132;1;0,222;1;1;0,121;1;1;1;1
"*postComments_138";1;1;1;0,222;0,115;1;0,121;1;1;1;1
"*postReposts_70";1;1;1;0,081;1;1;0,035;1;1;1;1
"*postDate_25-8-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0917";1;1;0,001;1;1;1;1;1;1;1;1
"*postComments_61";0,117;1;0,123;1;1;1;1;1;1;0,145;1
"*postReposts_104";1;1;0,036;1;1;1;1;1;1;0,044;1
"*postDate_24-8-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0916";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_21";0,009;1;1;0,22;1;1;1;0,771;0,989;1;0,395
"*postDate_22-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0915";1;1;1;0,005;1;1;1;1;1;1;1
"*postComments_105";1;1;1;0,081;1;0,065;1;1;1;1;1
"*postReposts_57";1;0,132;1;0,222;1;1;0,121;1;1;1;1
"*postDate_20-8-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0914";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_912";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_20";1;0,093;0,341;0,247;1;1;1;1;0,631;1;0,504
"*postDate_19-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0913";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_31700";1;1;1;0,005;1;1;1;1;1;1;1
"*postComments_595";1;1;1;0,005;1;1;1;1;1;1;1
"*postReposts_296";1;1;1;0,005;1;1;1;1;1;1;1
"*postDate_18-8-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0912";1;1;1;1;1;1;1;1;1;0,002;1
"*postLikes_33400";1;1;1;1;1;1;1;1;1;0,002;1
"*postComments_216";1;1;1;1;1;1;1;1;1;0,002;1
"*postReposts_283";1;1;1;1;1;1;1;1;1;0,002;1
"*postDate_17-8-2025";1;1;1;1;1;1;1;1;1;0,002;1
"*a_0911";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_111";0,228;1;1;0,378;1;0,333;1;1;1;0,269;1
"*postReposts_34";0,131;1;1;1;0,006;1;1;1;0,993;0,171;0,907
"*postDate_15-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0910";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_15000";0,117;1;1;1;1;1;1;1;1;1;0,001
"*postComments_74";0,033;1;1;1;1;1;1;0,009;1;1;1
"*postReposts_140";0,033;1;1;1;1;1;1;1;1;0,044;1
"*postDate_13-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0909";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_143";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_1";0,729;1;0,049;1;1;1;1;0,414;0,505;1;0,933
"*postReposts_0";0;1;0;0;1;1;1;1;0;1;0
"*postDate_12-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0908";1;1;0,001;1;1;1;1;1;1;1;1
"*postLikes_14100";1;1;0,036;1;1;1;0,035;1;1;1;1
"*postComments_135";1;1;0,357;1;1;1;0,353;0,192;1;0,397;0,452
"*postReposts_135";1;1;0,001;1;1;1;1;1;1;1;1
"*postDate_11-8-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0907";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_834";0,001;1;1;1;1;1;1;1;1;1;1
"*postComments_3";0,114;1;0;0,373;1;1;1;1;1;1;1
"*postDate_10-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0906";1;1;0,001;1;1;1;1;1;1;1;1
"*postLikes_18800";1;1;0,001;1;1;1;1;1;1;1;1
"*postComments_323";1;1;0,036;1;1;1;1;1;0,078;1;1
"*postReposts_160";1;0,039;0,036;1;1;1;1;1;1;1;1
"*postDate_8-8-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0905";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_553";1;1;1;1;1;1;1;1;0,004;1;1
"*postReposts_2";1;1;1;1;1;1;0,103;0,892;0,684;1;0,215
"*postDate_6-8-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0904";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_148";0,001;1;1;1;1;1;1;1;1;1;1
"*postDate_4-8-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0903";1;1;1;1;1;1;1;1;0,004;1;1
"*postComments_18";1;0,514;0,15;0,129;0,993;1;1;1;0,816;1;0,268
"*postDate_3-8-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0902";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_10800";1;1;1;0,081;1;1;1;1;1;0,044;1
"*postComments_113";1;1;1;0,005;1;1;1;1;1;1;1
"*postDate_1-8-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0901";1;1;0,001;1;1;1;1;1;1;1;1
"*postDate_30-7-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0900";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_6300";0,763;0,803;0,78;1;1;0,239;1;1;0,993;0,835;0,218
"*postComments_148";0,001;1;1;1;1;1;1;1;1;1;1
"*postReposts_85";0,033;1;1;1;0,032;1;1;1;1;1;1
"*postDate_29-7-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0899";1;1;1;1;1;1;1;1;1;1;1
"*postDate_28-7-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0898";1;1;1;1;1;1;1;1;0,004;1;1
"*postDate_27-7-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0897";1;1;1;1;1;1;1;1;1;1;1
"*postLikes_48900";1;1;1;1;1;1;1;1;1;1;1
"*postComments_618";1;1;1;1;1;1;1;1;1;1;1
"*postReposts_307";1;1;1;1;1;1;1;1;1;1;1
"*postDate_25-7-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0896";0,001;1;1;1;1;1;1;1;1;1;1
"*postDate_23-7-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0895";1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7700";1;0,373;0,357;1;1;1;0,353;0,192;0,521;1;1
"*postDate_21-7-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0894";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_2200";1;1;1;1;0,993;0,017;0,474;0,029;1;0,045;1
"*postComments_33";0,608;0,193;1;1;1;1;0,623;0,045;1;1;0,802
"*postDate_20-7-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0893";1;1;0,001;1;1;1;1;1;1;1;1
"*postLikes_777";1;1;0,036;1;1;1;1;1;1;1;0,058
"*postComments_13";1;0,057;0,049;0,489;1;1;1;1;0,474;1;0,785
"*postDate_18-7-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0892";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_12900";0,117;1;1;1;0,115;1;1;0,048;1;1;1
"*postComments_201";0,001;1;1;1;1;1;1;1;1;1;1
"*postDate_16-7-2025";0,001;1;1;1;1;1;1;1;1;1;1
"*a_0891";1;1;1;1;1;1;1;1;1;1;0,003
"*postLikes_6500";1;0;1;1;1;1;0,353;1;1;1;0,452
"*postComments_100";1;1;1;1;0,032;1;1;1;1;1;0,058
"*postDate_14-7-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0890";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_6400";1;1;1;1;0;1;0,245;1;1;1;0,36
"*postComments_77";0,228;1;1;1;1;1;1;0,113;0,372;0,269;1
"*postDate_13-7-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0889";1;1;1;0,005;1;1;1;1;1;1;1
"*postComments_10";1;0,007;1;0,69;1;1;1;0,246;0,671;1;0,224
"*postDate_11-7-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0888";1;1;1;1;1;1;1;1;0,004;1;1
"*postDate_10-7-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0887";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_522";1;1;1;1;1;1;1;1;0;1;1
"*postDate_7-7-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0886";1;1;1;1;1;0,003;1;1;1;1;1
"*postLikes_33300";1;1;1;1;1;0,003;1;1;1;1;1
"*postComments_120";1;1;1;1;1;0,003;1;1;1;1;1
"*postReposts_184";1;1;1;1;1;0,065;1;1;1;0,044;1
"*postDate_6-7-2025";1;1;1;1;1;0,003;1;1;1;1;1
"*a_0885";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_40100";1;1;1;0,005;1;1;1;1;1;1;1
"*postComments_2200";1;1;0,036;0,081;1;1;1;1;1;1;1
"*postReposts_139";1;1;1;0,081;0,032;1;1;1;1;1;1
"*postDate_4-7-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0884";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_30600";1;1;1;1;1;1;1;1;0,004;1;1
"*postComments_569";1;1;1;1;1;1;1;1;0,004;1;1
"*postReposts_266";1;1;1;1;1;1;1;1;0,004;1;1
"*postDate_2-7-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0883";1;1;1;1;1;1;1;1;1;1;0,003
"*postComments_28";1;1;1;0,708;1;1;0,007;0,016;1;1;0,587
"*postDate_30-6-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0882";1;1;0,001;1;1;1;1;1;1;1;1
"*postLikes_1200";0,278;1;0,027;0,69;1;0,559;0,293;1;1;0,76;1
"*postDate_29-6-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0881";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_35100";1;1;1;1;1;1;1;1;0,004;1;1
"*postComments_448";1;1;1;1;1;1;1;1;0,004;1;1
"*postReposts_146";1;1;1;1;0;1;1;1;0,217;1;1
"*postDate_28-6-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0880";1;1;1;1;1;1;1;1;1;1;1
"*postDate_26-6-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0879";1;1;0,001;1;1;1;1;1;1;1;1
"*postLikes_3400";0,898;1;1;1;0,09;1;0,38;0,552;1;0,137;1
"*postDate_25-6-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0878";1;0,001;1;1;1;1;1;1;1;1;1
"*postLikes_10100";1;0,003;1;1;1;1;1;1;0,013;1;1
"*postComments_48";1;0,373;1;1;1;1;0,011;0,192;0,521;1;1
"*postReposts_46";1;0,001;1;1;1;1;1;1;1;1;1
"*postDate_23-6-2025";1;0,001;1;1;1;1;1;1;1;1;1
"*a_0877";1;1;0,001;1;1;1;1;1;1;1;1
"*postLikes_5000";0,763;0,803;0,14;1;0,758;0,023;1;1;1;0,835;1
"*postComments_51";1;0,373;0,357;1;1;0,029;1;1;1;0,397;1
"*postDate_22-6-2025";1;1;0,001;1;1;1;1;1;1;1;1
"*a_0876";1;1;1;1;1;1;1;1;1;1;1
"*postComments_106";1;1;1;1;1;0,333;0,003;1;1;0,269;1
"*postDate_20-6-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0875";1;1;1;1;1;1;1;1;1;1;0,003
"*postDate_18-6-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0874";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_723";1;1;0,036;0,081;1;1;1;1;1;1;1
"*postComments_15";0,544;1;1;1;0,217;1;1;1;0,007;1;1
"*postDate_16-6-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0873";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_709";1;1;1;1;1;1;1;1;0,004;1;1
"*postDate_15-6-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0872";1;0,001;1;1;1;1;1;1;1;1;1
"*postLikes_581";1;0,001;1;1;1;1;1;1;1;1;1
"*postDate_13-6-2025";1;0;1;1;1;1;1;1;1;1;1
"*a_0871";1;0,001;1;1;1;1;1;1;1;1;1
"*postLikes_46900";1;0,001;1;1;1;1;1;1;1;1;1
"*postComments_110";1;0,25;1;1;0,225;1;1;1;0,372;0,269;1
"*postReposts_394";1;0,001;1;1;1;1;1;1;1;1;1
"*a_0870";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_972";0,033;1;1;1;1;1;1;1;0,078;1;1
"*postDate_11-6-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0869";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_5100";1;0,207;1;1;0,178;0,312;0,014;1;1;1;1
"*postComments_255";1;1;1;0,081;1;1;1;1;1;0,044;1
"*postDate_9-6-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0868";1;1;1;1;1;1;1;1;1;1;0,003
"*postLikes_927";1;1;1;1;1;1;1;0,048;1;1;0,001
"*postComments_49";1;1;1;0,018;1;0,838;1;1;1;0,739;0,009
"*postDate_8-6-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0867";1;1;1;1;1;1;1;1;1;1;0,003
"*postComments_37";0,295;1;1;0,542;0,29;1;1;0,123;1;1;0,436
"*postDate_6-6-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0866";1;1;1;0,005;1;1;1;1;1;1;1
"*postDate_4-6-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0865";1;1;1;0,005;1;1;1;1;1;1;1
"*postDate_2-6-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0864";1;1;0,001;1;1;1;1;1;1;1;1
"*postComments_14";0,741;0,809;0,341;0,12;1;1;1;1;1;1;1
"*postDate_31-5-2025";1;1;0,036;1;1;1;1;1;1;0,044;1
"*a_0863";1;1;1;1;1;1;1;1;1;0,002;1
"*a_0862";1;1;1;1;1;1;1;1;0,004;1;1
"*postLikes_7600";1;1;1;1;0,455;1;0,469;1;0,08;0,039;1
"*postComments_67";1;0,033;1;1;0,455;1;0,469;1;0,08;1;1
"*postDate_30-5-2025";1;1;1;1;1;1;1;1;0,004;1;1
"*a_0861";1;1;1;1;1;1;1;1;1;1;1
"*postLikes_15200";1;1;1;1;1;1;1;1;1;1;1
"*postDate_28-5-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0860";1;1;1;1;1;1;1;1;1;1;0,003
"*postLikes_4400";1;0,067;1;1;0,351;1;1;0,159;0,614;0,431;1
"*postComments_64";1;0,493;1;0,667;0,455;0,608;1;1;1;0,52;0,582
"*a_0859";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_4900";1;0,708;1;0,212;1;1;0,092;1;0,206;1;0,809
"*postComments_178";1;1;1;0,005;1;1;1;1;1;1;1
"*postDate_26-5-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0858";1;1;1;0,005;1;1;1;1;1;1;1
"*postDate_25-5-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0857";1;0,001;1;1;1;1;1;1;1;1;1
"*postDate_22-5-2025";1;0,001;1;1;1;1;1;1;1;1;1
"*a_0856";1;1;1;1;1;1;1;1;1;1;0,003
"*postDate_21-5-2025";1;1;1;1;1;1;1;1;1;1;0,003
"*a_0855";1;1;1;0,005;1;1;1;1;1;1;1
"*postLikes_35000";1;1;1;0,005;1;1;1;1;1;1;1
"*postComments_360";1;1;1;0,005;1;1;1;1;1;1;1
"*postReposts_98";1;1;1;0,081;1;1;0,035;1;1;1;1
"*postDate_19-5-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0854";1;1;1;0,005;1;1;1;1;1;1;1
"*postDate_18-5-2025";1;1;1;0,005;1;1;1;1;1;1;1
"*a_0853";1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-5-2025";1;1;1;1;1;1;1;1;1;1;1
"*a_0852";0,001;1;1;1;1;1;1;1;1;1;1
"*postLikes_19100";0,001;1;1;1;1;1;1;1;1;1;1
