"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"-*fawnlesshoney";0;0;0;0;0;0;0;0
"-*jordan__cadoz";-0,335;-0,442;4,144;20,097;-0,336;-0,466;-0,084;-0,468
"-*ruifilgo";-0,838;0,012;-0,491;-0,119;-0,841;12,169;-0,21;-1,169
"-*ibr_lartiste";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*mymi_cracra";-0,503;13,576;-0,294;-0,071;-0,505;-0,7;-0,126;-0,702
"-*stungirl95";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*roxaneboou";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*andrei_sytchev";0;0;0;0;0;0;0;0
"-*besson9848";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*louxxgraniere";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*sunandsoul_sttropez";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*assassoo";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*dixit_vass";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentLikes_325";-0,168;-0,221;-0,098;42,17;-0,168;-0,233;-0,042;-0,234
"-*figuedebarbarie";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*arya_mainecoon";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*magalie_gs";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*leboudoirsaintomer";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*sailzesea";-0,168;-0,221;-0,098;42,17;-0,168;-0,233;-0,042;-0,234
"-*pattypaty66";-0,335;1,373;-0,196;-0,047;-0,336;-0,466;-0,084;1,255
"-*verjoom";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*remiesttonami";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*alexandreledez";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*daniele_rose_13";-0,67;2,746;-0,393;-0,095;0,365;0,097;-0,168;-0,936
"-*mandragore7219";-0,335;1,373;-0,196;-0,047;-0,336;-0,466;-0,084;1,255
"-*florinech6";-0,168;-0,221;-0,098;42,17;-0,168;-0,233;-0,042;-0,234
"-*hayveu";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*bintsallah";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*sastephani";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*arnoiolo_pizza";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentLikes_204";-1,006;-0,008;-0,589;5,461;-1,009;-1,399;-0,252;8,892
"-*mafalda_again";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*angelvidanovic";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*sebastien_poggioli";-0,503;4,774;-0,294;-0,071;0,873;-0,7;-0,126;-0,702
"-*pikalaura";-1,844;-2,431;0;30,281;0,128;-0,692;-0,462;2,171
"-*valeriedebarjac";-0,503;-0,663;-0,294;12,755;0,873;0,407;-0,126;-0,702
"-*francoise_van_engelgom";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"*commentLikes_138";0,026;-1,326;-0,589;-0,142;6,171;-1,399;2,476;-0,02
"-*domkrjwcz";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*fel_sana";-0,67;-0,884;-0,393;-0,095;11,92;-0,933;4,547;-0,936
"-*lydie221074";-0,168;-0,221;-0,098;42,17;-0,168;-0,233;-0,042;-0,234
"-*titiadeliziosa";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*g_yvette42";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*lyraexocel";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*jfsavaroc";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*vagabond_sans_frontieres";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentLikes_333";-0,335;1,373;-0,196;-0,047;2,057;-0,466;-0,084;-0,468
"-*maryse_nsilayneu";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*ramouloss__";-0,168;-0,221;-0,098;42,17;-0,168;-0,233;-0,042;-0,234
"-*ingrid_vilmaure";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*collierswoodsw192as";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*osaris_75";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*nataliecnds";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*emolsate_70";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*mirko_manfredi";-0,335;-0,442;-0,196;-0,047;-0,336;8,576;-0,084;-0,468
"-*sublinital";-0,168;-0,221;10,19;-0,024;-0,168;-0,233;-0,042;-0,234
"-*marioletigre";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;23,808;-0,234
"-*marcchaye";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*a_0844";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*postDate_2-5-2025";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*bloodypaquita";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*a_0845";-1,905;-3,59;-4,222;1,036;4,366;-0,689;-1,807;14,695
"*postDate_3-5-2025";-1,905;-3,59;-4,222;1,036;4,366;-0,689;-1,807;14,695
"-*thiccgothgf666";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*luc_barthassat";0,879;-0,663;-0,294;-0,071;6,65;-0,7;-0,126;-0,702
"-*ar05011312";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*recreation_design_love";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*r_charles_david";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*kayode_music";0;0;0;0;0;0;0;0
"-*jessy_el_milagro";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*by_sandra7";-1,676;-0,443;-0,981;-0,237;0,255;-0,518;-0,42;10,969
"-*razmoquette__v12";-0,335;-0,442;-0,196;-0,047;-0,336;-0,466;-0,084;8,552
"-*franck_furr";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*sam_escl";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*teocan09";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*president_du_swag";-0,022;-1,768;-0,785;-0,19;0,73;5,043;-0,336;-0,217
"-*lalalaforet";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*wave206";0;0,105;-1,374;-0,332;0,562;-1,265;-0,588;2,561
"-*ludo_grf";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*genevegas_gnvgas";-0,168;-0,221;-0,098;42,17;-0,168;-0,233;-0,042;-0,234
"-*jan_o_ch";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*fanny_iv_";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*mmmaaauuurrriii";-1,844;-0,602;0;2,231;1,48;0,502;0,728;-0,697
"-*carole_1779";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*so_sofi";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*fmfelixmichel";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"*a_0846";-1,004;2,184;-9,9;-2,449;0,068;12,026;-1,496;-0,562
"*postLikes_97300";-1,004;2,184;-9,9;-2,449;0,068;12,026;-1,496;-0,562
"*postComments_282";-1,004;2,184;-9,9;-2,449;0,068;12,026;-1,496;-0,562
"*postReposts_451";-1,004;2,184;-9,9;-2,449;0,068;12,026;-1,496;-0,562
"*postDate_4-5-2025";-1,004;2,184;-9,9;-2,449;0,068;12,026;-1,496;-0,562
"-*h_r_o18";-0,335;-0,442;-0,196;-0,047;-0,336;1,261;-0,084;1,255
"*commentDate_9-10-2025";-27,067;-33,55;939,595;-5,626;-53,039;1,197;-1,828;-24,472
"-*zenondesbois";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentDate_29-9-2025";-0,613;1,883;-10,12;104,731;-3,679;4,603;-2,496;-3,581
"-*aubergedufreney_eurolatino";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*zouhair_running";-0,67;-0,884;-0,393;-0,095;0,365;2,521;-0,168;0,095
"*commentDate_17-10-2025";-42,551;-54,41;157,031;-0,276;-4,668;39,129;0,618;-0,299
"-*lasuizztitude";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*adolf_flanker";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*h0goh0go";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"*commentDate_19-9-2025";0,75;7,2;-11,845;0,912;-1,131;-5,419;-0,542;5,643
"-*officiel__bellucci_";11,933;-0,442;-0,196;-0,047;-0,336;-0,466;-0,084;-0,468
"*commentDate_3-9-2025";45,168;-0,645;-7,046;60,806;-1,235;-1,564;-1,462;-11,782
"-*meubles_inside";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*bruno_le_louer";-0,335;-0,442;-0,196;-0,047;-0,336;8,576;-0,084;-0,468
"-*klebard";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentLikes_380";6,678;-0,663;-0,294;-0,071;-0,505;-0,7;-0,126;0,404
"-*paolo_mateo_gomez";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*danielruisseau";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*el_9_refe";-0,335;1,373;-0,196;-0,047;-0,336;-0,466;-0,084;1,255
"-*elia_el_chappot";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*taxi_alpina";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*new_luny";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*lunatic_velvet";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*franckderon";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*mi_chele_22";0,13;0,012;-0,491;-0,119;0,127;-1,166;-0,21;1,442
"-*alteriaweb";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;23,808;-0,234
"-*loloss154";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*papillon1242";-0,335;-0,442;-0,196;-0,047;2,057;-0,466;-0,084;1,255
"-*frejge123";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*jeanclaude74310";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*sol_wendig0";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*n_feillet";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"*commentLikes_407";-0,335;-0,442;-0,196;-0,047;-0,336;-0,466;-0,084;8,552
"-*antho_suz";-0,335;1,373;-0,196;-0,047;-0,336;-0,466;-0,084;1,255
"-*afana_ze_ekossono";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;23,808;-0,234
"-*moukite53";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*jessideclic";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*remswells";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*fulllight02";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*bartime_clep";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*where_you_roam";-0,168;-0,221;10,19;-0,024;-0,168;-0,233;-0,042;-0,234
"-*leilaberlu";-0,335;-0,442;-0,196;-0,047;2,057;-0,466;-0,084;1,255
"-*thomas_rx";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*karimgeneva";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*l_cvllz";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*ronandelacroix";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*atelierdelaurent";0;0;0;0;0;0;0;0
"-*emmadancolt";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*kevinjung55";-1,509;-1,989;-0,883;-0,213;-1,514;38,596;-0,378;-2,105
"-*scratouch";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*damiengallerne";-0,335;9,051;-0,196;-0,047;-0,336;-0,466;-0,084;-0,468
"-*coin_coin_trev_bis";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*vaiiro1970";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*_kokol_180_";0;0;0;0;0;0;0;0
"-*graffeur_ch";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*dododelacanau";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*lebaron_nicolas";-0,168;-0,221;-0,098;42,17;-0,168;-0,233;-0,042;-0,234
"-*jihem_bomar";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*lagotto_guignolo";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*harry_rocklinger";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*guillaumefleury73";-0,335;1,373;-0,196;-0,047;-0,336;-0,466;10,925;-0,468
"-*l_homme___";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*maadiar_maadius";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*logan_o_malley_baron_d_xl";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*enguerrand_gst";0;0;0;0;0;0;0;0
"-*raphaeld0";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*laceneceleste";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentLikes_2,237";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*nakshidilkaydn";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*ruby_fmdc";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*merlin_seneclauze";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*selarch553";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*hayabusa_a300";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*jojorangee";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*jeff_daddyx";-0,335;1,373;-0,196;-0,047;-0,336;-0,466;-0,084;1,255
"-*coconyabinghi";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*nicopred";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentLikes_146";-0,077;-0,296;0,052;-0,213;-0,079;1,221;7,699;-2,105
"-*raphiquii_";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*gustave_goislard";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*cherif_razmakov";-2,012;-2,652;-0,005;-0,285;-2,019;41,429;-0,504;-2,807
"-*dylan_eden_";-0,335;9,051;-0,196;-0,047;-0,336;-0,466;-0,084;-0,468
"-*bikette_ox";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*lexpate93";-1,173;-1,547;-0,687;-0,166;0;12,591;1,903;-1,637
"-*quentin_depinoy";-0,335;-0,442;-0,196;-0,047;2,057;1,261;-0,084;-0,468
"-*rezdj00";-0,335;9,051;-0,196;-0,047;-0,336;-0,466;-0,084;-0,468
"-*juju_et_ses_details";-0,335;1,373;-0,196;-0,047;-0,336;1,261;-0,084;-0,468
"-*sleepy_liamzzz";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*giwig96";0,805;1,408;-1,276;-0,308;2,827;-1,067;-0,546;-1,073
"-*aurel_cgl";0;0;0;0;0;0;0;0
"-*anadav2b";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*dknbrrdj";-0,022;0,257;-0,785;-0,19;0,73;-0,214;-0,336;0,19
"-*andreasdruet";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentLikes_1,366";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*hugo_blampain_";-0,335;-0,442;-0,196;-0,047;2,057;-0,466;-0,084;1,255
"-*chat_73";-1,134;-0,025;13,168;-0,427;-0,158;-0,059;-0,756;-0,061
"*commentLikes_305";2,067;-0,442;4,144;-0,047;-0,336;-0,466;-0,084;-0,468
"-*lhl5";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*rado_13nrv";-0,67;0,129;-0,393;-0,095;-0,673;-0,933;-0,168;8,18
"-*_parallelepipede_";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*mathieu_crettaz";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*commentLikes_2,463";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*tiitou_19";-0,838;5,923;-0,491;-0,119;-0,841;1,45;-0,21;-1,169
"*commentLikes_1,498";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*nicobey_ler";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*thehardkill";-0,503;0,47;2,194;-0,071;-0,505;0,407;-0,126;-0,702
"*commentLikes_697";2,067;-0,442;-0,196;-0,047;-0,336;1,261;-0,084;-0,468
"-*blancheneige_1977";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*marguerite_yourcenar3";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*arthur___lcr";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*nolan_drz";-0,335;1,373;-0,196;-0,047;-0,336;1,261;-0,084;-0,468
"-*ax_dorsaux";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*rakshir_";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*vavoune___";-0,503;-0,663;-0,294;-0,071;0,873;4,462;-0,126;-0,702
"-*noah_lavanchy";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*jnorrington1";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*smgt_motorsports";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*am_labl";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*_e_lian_";-0,335;-0,442;4,144;-0,047;-0,336;1,261;-0,084;-0,468
"-*z___elie";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*sophietourmente";0,879;-0,663;-0,294;-0,071;-0,505;-0,7;-0,126;4,446
"*commentLikes_321";-0,335;-0,442;-0,196;-0,047;-0,336;1,261;-0,084;1,255
"*commentLikes_998";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*james_perot";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*a_0847";-0,075;8,339;-3,829;-0,925;-0,543;3,578;1,352;-6,823
"*postDate_5-5-2025";-0,075;8,339;-3,829;-0,925;-0,543;3,578;1,352;-6,823
"-*soin_de_soi_0";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*sny_kea";-0,335;9,051;-0,196;-0,047;-0,336;-0,466;-0,084;-0,468
"-*l_adc";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*beer_rtb";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*noracarina13";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*internethabitue";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*rita_perse";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*ve_oka";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*bragnon_dannielle";-3,353;-4,421;64,099;-0,474;-0,314;-0,2;6,222;-4,678
"-*fredmflament";0,805;-0,95;-1,276;-0,308;0,795;-0,105;4,332;-0,108
"-*mar_ko1973";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*dimitrivan";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*a_0848";-0,022;-1,768;-0,785;-0,19;3,465;0,193;-0,336;0,19
"*postLikes_783";-0,022;-1,768;-0,785;-0,19;3,465;0,193;-0,336;0,19
"*postDate_7-5-2025";-0,022;-1,768;-0,785;-0,19;3,465;0,193;-0,336;0,19
"-*le_sac_man";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*tghrund";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*txapado";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"*a_0849";0,042;-1,643;-0,284;-0,759;1,452;-0,001;2,363;-0,001
"*postDate_9-5-2025";0,042;-1,643;-0,284;-0,759;1,452;-0,001;2,363;-0,001
"-*boriss_saricc";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*zehoual19";-0,168;-0,221;-0,098;-0,024;5,945;-0,233;-0,042;-0,234
"-*cor_de_buy";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*francineguillermin";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*hermespradojr";-0,168;-0,221;10,19;-0,024;-0,168;-0,233;-0,042;-0,234
"-*annlauer01";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*_bod_y_";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*julienphoto_portleucate";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;23,808;-0,234
"-*romeo_juliet_6";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"*a_0850";0,879;22,418;-4,615;-1,115;-2,451;-0,495;2,439;-4,838
"*postDate_11-5-2025";0,879;22,418;-4,615;-1,115;-2,451;-0,495;2,439;-4,838
"-*judarkstar";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*samael_rrhin";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*renaux_sylvie";-0,838;12,926;-0,491;-0,119;-0,841;-1,166;3,296;-1,169
"-*tailleferdavid";-0,335;1,373;-0,196;-0,047;-0,336;1,261;-0,084;-0,468
"-*thelittlewashhouse";-0,503;13,576;-0,294;-0,071;-0,505;-0,7;-0,126;-0,702
"-*mitsouboa";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*anaisetile";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*la_filmdirector";0,737;-1,768;2,537;-0,19;-0,023;-0,214;-0,336;0,19
"-*martyneproulx";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*cestyoussouf";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;23,808;-0,234
"-*cocolafouine49";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*anneverborg";-0,168;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;4,276
"-*reymnath";2,067;1,373;-0,196;-0,047;-0,336;-0,466;-0,084;-0,468
"-*p_a_sca_l_e";-0,335;1,373;-0,196;-0,047;2,057;-0,466;-0,084;-0,468
"-*estellewalkinshaw";-0,503;0,47;-0,294;-0,071;-0,505;0,407;-0,126;0,404
"-*emiliemrhone";-0,838;0,012;-0,491;-0,119;2,659;1,45;-0,21;-1,169
"-*aurore_violette11";-0,503;0,47;-0,294;-0,071;6,65;-0,7;-0,126;-0,702
"-*neliptik";-2,179;-0,065;-0,025;1,661;6,109;0,147;0,451;-3,041
"-*les_amours_de_jo";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*a_0851";0,376;1,554;-2,061;0,555;-0,405;5,041;-0,882;-4,912
"*postDate_12-5-2025";0,376;1,554;-2,061;0,555;-0,405;5,041;-0,882;-4,912
"-*gabsadeff";17,899;-0,663;-0,294;-0,071;-0,505;-0,7;-0,126;-0,702
"-*guilhem_caroff";-0,335;-0,442;-0,196;-0,047;11,891;-0,466;-0,084;-0,468
"-*nanouschka7";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*natagraph";-0,168;4,525;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*marwan_salman";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"-*enzosud34";-0,168;-0,221;-0,098;-0,024;-0,168;4,288;-0,042;-0,234
"-*sonia_nao";-0,168;-0,221;-0,098;42,17;-0,168;-0,233;-0,042;-0,234
"-*belettedemer";2,067;-0,442;-0,196;-0,047;2,057;-0,466;-0,084;-0,468
"-*nanou_on_earth";-0,67;-0,884;-0,393;-0,095;-0,673;8,207;-0,168;0,095
"-*lila_flyingfrosche";-0,503;-0,663;-0,294;-0,071;-0,505;12,864;-0,126;-0,702
"-*tafiateure";-0,335;9,051;-0,196;-0,047;-0,336;-0,466;-0,084;-0,468
"-*joyflow_ch";5,966;-0,221;-0,098;-0,024;-0,168;-0,233;-0,042;-0,234
"*a_0852";64,908;-22,746;-26,06;-1,803;66,707;2,78;-2,104;-42,84
"*postLikes_19100";64,908;-22,746;-26,06;-1,803;66,707;2,78;-2,104;-42,84
"*postComments_532";64,908;-22,746;-26,06;-1,803;66,707;2,78;-2,104;-42,84
"*postReposts_53";60,198;-18,061;-10,084;-1,761;41,412;2,902;-1,252;-46,927
"*postDate_14-5-2025";64,908;-22,746;-26,06;-1,803;66,707;2,78;-2,104;-42,84
